,cond,choiceType,prime,target,effect,corrResp,resp,pos,block,fixTime,ifcorr,RT,soa_rating,rating_RT,delay1,delay2,ITI,saveTime
1,incomp,Cued,prime_right.png,target_left.png,green,d,d,-5.0,1,127,True,0.434825100092,2,4.112,50.0,104.0,39.0,0.00323585323849
2,incomp,Cued,prime_left.png,target_right.png,blue,l,l,-5.0,1,128,True,0.516339661612,3,2.772,48.0,112.0,72.0,0.003186088549
3,comp,Cued,prime_left.png,target_left.png,yellow,d,d,5.0,1,117,True,0.514342949158,2,3.263,41.0,94.0,45.0,0.00335222605111
4,incomp,Free,prime_left.png,target_both.png,blue,dl,l,-5.0,1,100,True,0.768286035192,2,1.982,42.0,109.0,47.0,0.00325652472497
5,comp,Cued,prime_left.png,target_left.png,yellow,d,d,-5.0,1,113,True,0.494917493983,2,1.762,49.0,106.0,27.0,0.00331011746755
6,comp,Cued,prime_left.png,target_left.png,yellow,d,d,5.0,1,139,True,0.41919477671,4,1.362,55.0,109.0,58.0,0.00323585323861
7,comp,Cued,prime_left.png,target_left.png,yellow,d,d,5.0,1,108,True,0.358241070862,5,2.883,41.0,110.0,31.0,0.00321939261039
8,comp,Cued,prime_right.png,target_right.png,red,l,l,-5.0,1,125,True,0.36232828311,3,4.113,41.0,102.0,59.0,0.0035723391012
9,comp,Free,prime_right.png,target_both.png,red,dl,l,-5.0,1,103,True,0.761918834556,5,3.933,43.0,113.0,35.0,0.00324848581363
10,incomp,Cued,prime_left.png,target_right.png,blue,l,l,-5.0,1,135,True,0.427023527984,3,3.222,38.0,109.0,28.0,0.00325843875157
11,comp,Free,prime_right.png,target_both.png,red,dl,l,-5.0,1,134,True,0.504914837307,6,1.672,50.0,92.0,26.0,0.00325958716746
12,comp,Cued,prime_right.png,target_right.png,red,l,l,-5.0,1,114,True,0.443866195768,3,1.281,42.0,97.0,73.0,0.00326494644173
13,comp,Free,prime_right.png,target_both.png,red,dl,l,5.0,1,139,True,0.43874004994,6,2.062,49.0,109.0,62.0,0.00343338077562
