,cond,choiceType,prime,target,effect,corrResp,resp,pos,block,fixTime,ifcorr,RT,soa_rating,rating_RT,delay1,delay2,ITI,saveTime
1,incomp,Cued,prime_right.png,target_left.png,blue,d,d,-250.0,1,127,True,0.481812989606,1,2.721,46.0,102.0,40.0,0.00282509233239
2,incomp,Free,prime_left.png,target_both.png,yellow,dl,l,-250.0,1,109,True,1.10573884203,1,2.412,47.0,109.0,34.0,0.00286605234305
3,comp,Free,prime_right.png,target_both.png,green,dl,l,-250.0,1,133,True,0.703952909003,1,3.192,48.0,77.0,23.0,0.00252727094562
4,comp,Free,prime_left.png,target_both.png,red,dl,d,-250.0,1,109,True,0.749975117751,1,1.221,53.0,75.0,56.0,0.00255445001812
5,comp,Cued,prime_right.png,target_right.png,green,l,l,-250.0,1,128,True,0.775101213335,1,3.853,51.0,106.0,27.0,0.00256363731
6,incomp,Free,prime_left.png,target_both.png,yellow,dl,l,250.0,1,112,True,0.67641897727,1,5.454,51.0,85.0,30.0,0.00270604033835
7,comp,Free,prime_left.png,target_both.png,red,dl,d,250.0,1,114,True,0.90899604334,1,1.321,56.0,88.0,31.0,0.00266546313151
8,incomp,Cued,prime_left.png,target_right.png,yellow,l,l,250.0,1,122,True,0.522090461141,7,0.961,50.0,110.0,41.0,0.00271025118059
9,comp,Cued,prime_right.png,target_right.png,green,l,l,-250.0,1,103,True,0.532908880436,1,5.394,43.0,101.0,27.0,0.00271790725742
10,incomp,Cued,prime_left.png,target_right.png,yellow,l,l,250.0,1,116,True,0.431599461625,7,0.961,50.0,106.0,55.0,0.00258698834455
11,incomp,Cued,prime_right.png,target_left.png,blue,d,d,250.0,1,141,True,0.444802748838,5,4.323,39.0,97.0,70.0,0.00267350201193
12,comp,Cued,prime_left.png,target_left.png,red,d,d,-250.0,1,122,True,0.446105813106,6,2.172,48.0,123.0,35.0,0.0025414346876
13,incomp,Cued,prime_right.png,target_left.png,blue,d,d,-250.0,1,135,True,0.444261847013,1,1.381,43.0,118.0,53.0,0.00266775995442
14,comp,Free,prime_right.png,target_both.png,green,dl,l,250.0,1,102,True,0.578821224482,7,2.592,58.0,120.0,64.0,0.00267350201193
15,comp,Free,prime_left.png,target_both.png,red,dl,d,250.0,1,119,True,0.539028765412,1,3.903,52.0,111.0,29.0,0.00266010387759
16,incomp,Cued,prime_right.png,target_left.png,blue,d,d,-250.0,1,122,True,0.452010562323,6,0.941,55.0,96.0,56.0,0.00273130539153
17,incomp,Free,prime_left.png,target_both.png,yellow,dl,l,250.0,1,147,True,0.516773315816,1,1.702,52.0,85.0,36.0,0.00277149979479
18,comp,Free,prime_left.png,target_both.png,red,dl,d,-250.0,1,139,True,0.509673453013,7,1.411,47.0,105.0,59.0,0.00260306610562
19,incomp,Cued,prime_left.png,target_right.png,yellow,l,l,250.0,1,129,True,0.456346964213,7,1.041,44.0,122.0,33.0,0.00268690014627
20,incomp,Free,prime_right.png,target_both.png,blue,dl,d,250.0,1,100,True,0.651528306047,7,3.473,41.0,105.0,52.0,0.00275963287572
21,comp,Free,prime_left.png,target_both.png,red,dl,d,-250.0,1,139,True,0.475118516069,7,0.981,46.0,82.0,71.0,0.00283810766268
22,incomp,Cued,prime_right.png,target_left.png,blue,d,d,-250.0,1,126,True,0.434129029393,6,3.973,53.0,104.0,41.0,0.0025575124489
23,comp,Free,prime_left.png,target_both.png,red,dl,d,-250.0,1,119,True,0.401450596868,1,3.583,56.0,77.0,25.0,0.00285188860084
24,incomp,Cued,prime_left.png,target_right.png,yellow,l,l,-250.0,1,141,True,0.449172454661,5,2.612,40.0,124.0,49.0,0.00280824896345
25,incomp,Cued,prime_right.png,target_left.png,blue,d,d,250.0,1,101,True,0.405437116048,5,1.632,43.0,108.0,42.0,0.00260191769416
26,comp,Free,prime_right.png,target_both.png,green,dl,l,250.0,1,143,True,0.546174564675,7,1.291,40.0,114.0,40.0,0.00259808965575
27,incomp,Cued,prime_right.png,target_left.png,blue,d,d,-250.0,1,148,True,0.403460699827,7,1.071,51.0,122.0,52.0,0.00288174730053
28,comp,Cued,prime_right.png,target_right.png,green,l,l,250.0,1,102,True,0.321954489217,5,1.631,45.0,77.0,23.0,0.00260115208653
29,incomp,Free,prime_right.png,target_both.png,blue,dl,d,250.0,1,107,True,0.414921081161,5,2.582,51.0,90.0,38.0,0.00261646423996
30,comp,Free,prime_left.png,target_both.png,red,dl,d,-250.0,1,103,True,0.423788732092,7,1.001,43.0,115.0,34.0,0.0027014466923
31,comp,Free,prime_left.png,target_both.png,red,dl,d,-250.0,1,109,True,0.460220173456,7,0.991,53.0,92.0,32.0,0.00276843736401
32,incomp,Free,prime_right.png,target_both.png,blue,dl,d,250.0,1,137,True,0.537598993073,6,2.982,48.0,122.0,44.0,0.00273896146837
33,incomp,Cued,prime_left.png,target_right.png,cross,l,d,-250.0,1,147,False,0.619430586945,7,2.242,44.0,123.0,67.0,0.00273896146859
34,comp,Free,prime_left.png,target_both.png,red,dl,d,250.0,1,107,True,0.479304093245,7,1.482,47.0,81.0,60.0,0.00263369041272
35,comp,Free,prime_left.png,target_both.png,red,dl,d,-250.0,1,114,True,0.592287880737,7,1.151,48.0,125.0,23.0,0.00273398501849
36,comp,Cued,prime_right.png,target_right.png,green,l,l,250.0,1,146,True,0.475662863128,7,1.431,57.0,75.0,29.0,0.00273360221468
37,comp,Cued,prime_right.png,target_right.png,green,l,l,250.0,1,111,True,0.394193784491,7,1.061,53.0,81.0,23.0,0.00272211809965
38,comp,Cued,prime_left.png,target_left.png,red,d,d,-250.0,1,108,True,0.40963226332,7,1.081,57.0,116.0,55.0,0.002659721074
