,cond,choiceType,prime,target,effect,corrResp,resp,pos,block,fixTime,ifcorr,RT,soa_rating,rating_RT,delay1,delay2,ITI,saveTime
1,comp,Free,prime_left.png,target_both.png,blue,dl,d,-5.0,2,126,True,0.351433064454,3,0.88,38.0,107.0,57.0,0.00338896238736
2,comp,Free,prime_right.png,target_both.png,red,dl,l,5.0,2,146,True,0.258280812646,5,0.741,40.0,119.0,35.0,0.0034494453937
3,comp,Cued,prime_left.png,target_left.png,blue,d,d,5.0,2,107,True,0.355831097761,6,0.811,48.0,100.0,56.0,0.00360716057548
4,comp,Free,prime_left.png,target_both.png,blue,dl,d,5.0,2,125,True,0.426837764673,4,0.591,41.0,94.0,27.0,0.00343413324026
5,comp,Free,prime_left.png,target_both.png,blue,dl,d,-5.0,2,150,True,0.31440827714,4,0.641,53.0,85.0,35.0,0.00325574665135
6,incomp,Cued,prime_left.png,target_right.png,yellow,l,l,5.0,2,100,True,0.395963486641,5,0.811,48.0,110.0,51.0,0.00333115900753
7,incomp,Cued,prime_right.png,target_left.png,cross,d,l,5.0,2,124,False,0.240300133519,1,1.401,56.0,118.0,48.0,0.00342877398634
8,comp,Cued,prime_left.png,target_left.png,blue,d,d,5.0,2,106,True,0.33800928223,6,0.911,52.0,121.0,70.0,0.00329900348515
9,comp,Cued,prime_left.png,target_left.png,blue,d,d,-5.0,2,134,True,0.329127467554,5,0.891,38.0,87.0,54.0,0.00330742516962
10,incomp,Cued,prime_left.png,target_right.png,yellow,l,l,5.0,2,116,True,0.370268161747,6,5.354,57.0,87.0,72.0,0.00340465734462
11,comp,Cued,prime_right.png,target_right.png,red,l,l,5.0,2,134,True,0.388880850009,5,0.721,40.0,118.0,49.0,0.00339432164105
12,incomp,Free,prime_right.png,target_both.png,green,dl,d,5.0,2,102,True,0.472506262671,3,0.771,45.0,94.0,42.0,0.0033269481653
13,comp,Free,prime_right.png,target_both.png,red,dl,l,-5.0,2,129,True,0.365589533227,4,0.681,50.0,87.0,45.0,0.00336943939146
14,incomp,Cued,prime_left.png,target_right.png,yellow,l,l,5.0,2,114,True,0.367072132492,6,1.051,42.0,102.0,57.0,0.00342111790974
15,comp,Free,prime_left.png,target_both.png,blue,dl,d,-5.0,2,137,True,0.386126959187,2,1.211,42.0,91.0,73.0,0.00335948649149
16,comp,Cued,prime_left.png,target_left.png,blue,d,d,5.0,2,144,True,0.337453451055,5,0.791,45.0,118.0,58.0,0.00346399193973
17,comp,Cued,prime_right.png,target_right.png,red,l,l,5.0,2,142,True,0.340428602492,3,0.991,44.0,91.0,51.0,0.00338781397568
18,incomp,Cued,prime_right.png,target_left.png,green,d,d,-5.0,2,138,True,0.407715181693,5,0.791,51.0,118.0,50.0,0.0033575724724
