,cond,choiceType,prime,target,effect,corrResp,resp,pos,block,fixTime,ifcorr,RT,soa_rating,rating_RT,ITI,saveTime
89,incomp,Cued,prime_right.png,target_left.png,,l,l,5.0,2,136,True,0.11090171361,0,0.0,70.0,0.00936882013411
90,incomp,Cued,,target_left.png,,space,space,5.0,2,134,True,0.214566993638,0,0.0,57.0,0.00935612248077
91,comp,Cued,prime_right.png,target_right.png,,l,d,5.0,2,108,False,0.441678039941,0,0.0,24.0,0.00944172924005
92,comp,Free,prime_left.png,target_both.png,,d,l,-5.0,2,103,False,0.1696598995,0,0.0,47.0,0.0093643145151
93,incomp,Free,,target_both.png,,space,space,-5.0,2,128,True,0.119516047376,0,0.0,40.0,0.00939667305101
94,incomp,Cued,prime_right.png,target_left.png,,l,l,5.0,2,105,True,0.0202236753071,0,0.0,24.0,0.00936718172716
95,incomp,Free,prime_left.png,target_both.png,,d,d,5.0,2,119,True,0.119744195534,0,0.0,68.0,0.00926150448345
96,incomp,Cued,prime_right.png,target_left.png,,l,l,-5.0,2,125,True,0.0673889037257,0,0.0,40.0,0.00933810000492
97,comp,Free,prime_right.png,target_both.png,,l,d,-5.0,2,118,False,0.345431466259,0,0.0,23.0,0.00937291615105
98,incomp,Free,prime_right.png,target_both.png,,l,l,-5.0,2,138,True,0.281182159715,0,0.0,39.0,0.00936595292205
99,comp,Cued,prime_left.png,target_left.png,,d,l,5.0,2,116,False,0.17705321054,0,0.0,40.0,0.00940486508534
100,incomp,Free,prime_right.png,target_both.png,,l,l,-5.0,2,108,True,0.253100685018,0,0.0,31.0,0.00944050043495
101,comp,Free,prime_right.png,target_both.png,,l,d,-5.0,2,101,False,0.137134246144,0,0.0,43.0,0.00944787326603
102,comp,Cued,,target_left.png,,space,space,5.0,2,104,True,0.183180442665,0,0.0,33.0,0.0094675341486
103,incomp,Free,prime_left.png,target_both.png,,d,d,5.0,2,115,True,0.249079624936,0,0.0,67.0,0.00941387632315
104,comp,Cued,,target_right.png,,space,space,5.0,2,115,True,0.234838182745,0,0.0,66.0,0.00927379253494
