,cond,choiceType,prime,target,effect,corrResp,resp,pos,block,fixTime,ifcorr,RT,soa_rating,rating_RT,delay1,delay2,ITI,saveTime
100,incomp,Cued,prime_left.png,target_right.png,green,l,l,-5.0,3,146,True,0.423201599813,7,0.971,57.0,121.0,41.0,0.00411056335906
101,comp,Free,prime_left.png,target_both.png,red,dl,d,-5.0,3,133,True,0.458169333157,3,1.001,54.0,114.0,48.0,0.00411209458071
102,comp,Cued,prime_right.png,target_right.png,yellow,l,l,-5.0,3,103,True,0.435374808498,4,3.803,44.0,104.0,32.0,0.00412128190783
103,comp,Free,prime_left.png,target_both.png,red,dl,d,-5.0,3,150,True,0.384690620573,4,4.063,38.0,105.0,73.0,0.00416683573894
104,incomp,Free,prime_right.png,target_both.png,blue,dl,d,5.0,3,102,True,0.452947486003,3,0.881,54.0,75.0,38.0,0.00413506289851
105,comp,Free,prime_left.png,target_both.png,red,dl,d,-5.0,3,112,True,0.453720369915,3,0.781,57.0,114.0,67.0,0.00416721854435
106,incomp,Cued,prime_left.png,target_right.png,green,l,l,-5.0,3,139,True,0.393783012172,7,4.794,47.0,96.0,63.0,0.00435479314365
107,comp,Cued,prime_right.png,target_right.png,yellow,l,l,-5.0,3,133,True,0.438830774801,3,0.821,44.0,122.0,71.0,0.00439690172698
108,incomp,Free,prime_left.png,target_both.png,green,dl,l,-5.0,3,110,True,0.423854665671,3,1.051,38.0,119.0,67.0,0.00416874976554
109,incomp,Cued,prime_right.png,target_left.png,blue,d,d,5.0,3,144,True,0.442718545455,4,1.211,51.0,109.0,31.0,0.0042751696401
110,incomp,Free,prime_right.png,target_both.png,blue,dl,d,5.0,3,107,True,0.453616629675,2,0.931,44.0,123.0,52.0,0.00448456414188
111,comp,Free,prime_left.png,target_both.png,red,dl,d,5.0,3,131,True,0.326713608811,1,1.051,55.0,92.0,41.0,0.00419439772077
112,comp,Free,prime_left.png,target_both.png,red,dl,d,-5.0,3,143,True,0.391890805564,3,1.632,56.0,108.0,59.0,0.00422502214496
113,comp,Cued,prime_right.png,target_right.png,yellow,l,l,5.0,3,123,True,0.400650922136,3,4.713,42.0,83.0,27.0,0.00447614242466
114,comp,Free,prime_right.png,target_both.png,yellow,dl,l,-5.0,3,124,True,0.369739393806,5,1.281,54.0,101.0,33.0,0.00424339679967
115,incomp,Cued,prime_left.png,target_right.png,green,l,l,5.0,3,116,True,0.400921948298,7,0.961,57.0,110.0,49.0,0.0042751696401
116,incomp,Free,prime_left.png,target_both.png,green,dl,l,5.0,3,117,True,0.423711879295,4,9.056,42.0,105.0,71.0,0.00425756059622
117,comp,Cued,prime_left.png,target_left.png,red,d,d,5.0,3,110,True,0.398146992651,4,2.623,54.0,95.0,37.0,0.0042590918174
118,incomp,Free,prime_right.png,target_both.png,blue,dl,d,-5.0,3,110,True,0.452922986457,2,0.881,41.0,77.0,68.0,0.00432914518797
119,incomp,Cued,prime_right.png,target_left.png,blue,d,d,5.0,3,137,True,0.341794606589,4,2.542,53.0,81.0,56.0,0.00425181851688
120,comp,Cued,prime_left.png,target_left.png,red,d,d,-5.0,3,141,True,0.344014494549,4,6.475,41.0,96.0,73.0,0.00429660673763
121,incomp,Cued,prime_right.png,target_left.png,blue,d,d,-5.0,3,123,True,0.379360056715,5,2.802,39.0,92.0,66.0,0.00442944017777
122,incomp,Cued,prime_left.png,target_right.png,green,l,l,5.0,3,106,True,0.435753402955,7,2.342,38.0,117.0,62.0,0.00428818502087
123,comp,Free,prime_right.png,target_both.png,yellow,dl,l,-5.0,3,100,True,0.576205051955,7,1.061,58.0,116.0,29.0,0.00429201307361
124,comp,Free,prime_right.png,target_both.png,yellow,dl,l,5.0,3,128,True,0.333225509836,7,1.041,58.0,101.0,55.0,0.00433718409977
125,incomp,Free,prime_left.png,target_both.png,green,dl,l,5.0,3,101,True,0.390425044039,4,1.702,50.0,89.0,63.0,0.00454198493753
126,incomp,Free,prime_left.png,target_both.png,green,dl,l,-5.0,3,105,True,0.319045635741,4,1.111,47.0,102.0,72.0,0.00435785558602
127,comp,Cued,prime_right.png,target_right.png,yellow,l,l,5.0,3,125,True,0.399972208324,4,0.411,58.0,84.0,35.0,0.00433220763034
128,incomp,Free,prime_left.png,target_both.png,green,dl,l,5.0,3,105,True,0.571672637161,5,0.901,42.0,124.0,47.0,0.00433948093132
