,cond,choiceType,prime,target,effect,corrResp,resp,pos,block,fixTime,ifcorr,RT,soa_rating,rating_RT,ITI,saveTime
1,incomp,Free,,target_both.png,,space,space,-5.0,1,101,True,0.834169507725,0,0.0,30.0,0.00290089859664
2,incomp,Free,prime_left.png,target_both.png,,d,l,-5.0,1,142,False,0.0761139442911,0,0.0,73.0,0.00281285337769
3,incomp,Cued,prime_left.png,target_right.png,,d,l,-5.0,1,126,False,0.912176807047,0,0.0,71.0,0.00282204070481
4,incomp,Cued,prime_right.png,target_left.png,,l,d,-5.0,1,150,False,0.863915776703,0,0.0,45.0,0.00284194657979
5,comp,Cued,prime_left.png,target_left.png,cross,d,NoResp,-5.0,1,129,False,,0,0.0,50.0,0.00285075110241
6,comp,Free,,target_both.png,,space,space,-5.0,1,101,True,0.351800371631,0,0.0,52.0,0.00284500902217
7,comp,Free,prime_right.png,target_both.png,,l,space,5.0,1,149,False,0.871738020302,0,0.0,40.0,0.00284500902308
8,incomp,Cued,prime_left.png,target_right.png,,d,l,5.0,1,105,False,0.560217954029,0,0.0,60.0,0.00322322066313
9,comp,Free,prime_left.png,target_both.png,,d,d,-5.0,1,141,True,0.000452475869679,0,0.0,54.0,0.00284539182849
10,comp,Free,prime_left.png,target_both.png,,d,l,-5.0,1,105,False,0.556293434056,0,0.0,40.0,0.00284539182849
11,incomp,Cued,prime_left.png,target_right.png,,d,l,5.0,1,122,False,0.50666196071,0,0.0,34.0,0.00301880263123
12,comp,Cued,prime_right.png,target_right.png,,l,l,5.0,1,103,True,0.477057329685,0,0.0,43.0,0.00285993842954
13,incomp,Free,,target_both.png,,space,space,5.0,1,100,True,0.0492838861101,0,0.0,67.0,0.00309727771764
14,incomp,Free,,target_both.png,,space,l,5.0,1,119,False,0.24377501155,0,0.0,43.0,0.00287525064141
15,incomp,Cued,prime_right.png,target_left.png,,l,l,5.0,1,140,True,0.0700311679975,0,0.0,68.0,0.00305325510817
16,incomp,Cued,prime_left.png,target_right.png,,d,l,-5.0,1,108,False,0.132168890632,0,0.0,46.0,0.00308502794906
17,comp,Free,,target_both.png,,space,space,-5.0,1,138,True,0.88282865558,0,0.0,41.0,0.00289898457049
18,incomp,Cued,prime_right.png,target_left.png,,l,l,-5.0,1,130,True,0.0685435866035,0,0.0,43.0,0.00288711760641
19,incomp,Cued,,target_right.png,,space,space,5.0,1,124,True,0.289107964112,0,0.0,70.0,0.00294530401243
20,incomp,Free,prime_left.png,target_both.png,,d,d,-5.0,1,150,True,0.190991902142,0,0.0,52.0,0.0029031954291
