,cond,choiceType,prime,target,effect,corrResp,resp,pos,block,fixTime,ifcorr,RT,soa_rating,rating_RT,ITI,saveTime
1,incomp,Cued,prime_right.png,target_left.png,,l,d,5.0,1,114,False,0.462478189668,0,0.0,40.0,0.0232144620777
2,incomp,Cued,prime_right.png,target_left.png,,l,space,-5.0,1,108,False,0.470976467427,0,0.0,30.0,0.0030750750102
3,comp,Cued,prime_left.png,target_left.png,,d,space,5.0,1,101,False,0.107202711486,0,0.0,72.0,0.0029437727917
4,comp,Cued,prime_left.png,target_left.png,,d,l,-5.0,1,120,False,0.191450120085,0,0.0,46.0,0.00288367235862
5,incomp,Free,,target_both.png,,space,space,5.0,1,131,True,0.0558612468576,0,0.0,52.0,0.00315852656695
6,incomp,Free,prime_left.png,target_both.png,cross,d,NoResp,-5.0,1,115,False,,0,0.0,53.0,0.00289630493353
7,comp,Cued,prime_left.png,target_left.png,cross,d,NoResp,5.0,1,146,False,,0,0.0,38.0,0.00296788952528
8,comp,Free,prime_left.png,target_both.png,cross,d,NoResp,5.0,1,150,False,,0,0.0,34.0,0.00287371942068
9,incomp,Free,prime_right.png,target_both.png,cross,l,NoResp,5.0,1,101,False,,0,0.0,62.0,0.00307086415251
10,comp,Free,,target_both.png,cross,space,NoResp,5.0,1,113,False,,0,0.0,67.0,0.00290204701287
11,incomp,Free,prime_right.png,target_both.png,,l,d,5.0,1,147,False,0.206133383149,0,0.0,69.0,0.00293764790604
12,comp,Free,prime_right.png,target_both.png,,l,l,-5.0,1,129,True,0.23438594584,0,0.0,46.0,0.0031072306565
13,comp,Free,prime_left.png,target_both.png,,d,l,-5.0,1,148,False,0.312553257788,0,0.0,65.0,0.00325039984
14,incomp,Cued,prime_right.png,target_left.png,,l,space,5.0,1,137,False,0.438514194803,0,0.0,28.0,0.00316771389407
15,comp,Cued,prime_left.png,target_left.png,,d,d,-5.0,1,122,True,0.299089229619,0,0.0,25.0,0.00289171126951
16,comp,Free,prime_right.png,target_both.png,,l,space,5.0,1,121,False,0.425645428883,0,0.0,60.0,0.00299085784354
17,incomp,Free,prime_left.png,target_both.png,,d,space,5.0,1,102,False,0.290014447072,0,0.0,23.0,0.00302339629434
18,incomp,Cued,,target_left.png,,space,space,-5.0,1,144,True,0.314004089892,0,0.0,29.0,0.00300195919772
19,comp,Cued,prime_left.png,target_left.png,,d,d,-5.0,1,148,True,0.330118279183,0,0.0,44.0,0.00297745965781
20,incomp,Free,prime_left.png,target_both.png,,d,space,-5.0,1,106,False,0.228761770306,0,0.0,33.0,0.00323815006959
21,comp,Free,prime_left.png,target_both.png,,d,space,-5.0,1,131,False,0.24692856164,0,0.0,70.0,0.00295870219816
22,incomp,Free,,target_both.png,,space,space,-5.0,1,136,True,0.251202582865,0,0.0,39.0,0.00295831939275
23,incomp,Free,prime_right.png,target_both.png,,l,l,5.0,1,134,True,0.255500720822,0,0.0,49.0,0.00295908500357
24,incomp,Free,,target_both.png,,space,space,5.0,1,148,True,0.211725403036,0,0.0,26.0,0.00304023972785
25,comp,Cued,prime_left.png,target_left.png,,d,d,5.0,1,141,True,0.268133295869,0,0.0,54.0,0.00319718990249
26,comp,Free,prime_right.png,target_both.png,,l,l,-5.0,1,138,True,0.21409343665,0,0.0,39.0,0.00315278448761
27,incomp,Free,prime_right.png,target_both.png,,l,space,-5.0,1,100,False,0.294903636421,0,0.0,52.0,0.00321403333601
28,incomp,Free,prime_right.png,target_both.png,,l,l,5.0,1,136,True,0.316962409285,0,0.0,24.0,0.00301114652484
29,comp,Cued,prime_right.png,target_right.png,,l,d,-5.0,1,125,False,0.000455921117464,0,0.0,30.0,0.00336945228992
30,comp,Cued,prime_right.png,target_right.png,,l,space,5.0,1,128,False,0.0460063071005,0,0.0,29.0,0.00298396734797
31,incomp,Free,prime_left.png,target_both.png,,d,l,5.0,1,118,False,0.310030953637,0,0.0,53.0,0.00302416190516
32,comp,Cued,prime_right.png,target_right.png,cross,l,NoResp,-5.0,1,126,False,,0,0.0,55.0,0.00308541075356
33,incomp,Cued,prime_left.png,target_right.png,,d,space,-5.0,1,138,False,0.277703045675,0,0.0,73.0,0.0031240740891
34,comp,Cued,prime_right.png,target_right.png,,l,d,5.0,1,127,False,0.231858665219,0,0.0,31.0,0.00304789583424
35,incomp,Free,,target_both.png,,space,space,-5.0,1,108,True,0.476316984229,0,0.0,51.0,0.00305478632981
36,comp,Free,,target_both.png,,space,space,5.0,1,129,True,0.206462595711,0,0.0,54.0,0.00324504056607
37,incomp,Cued,prime_left.png,target_right.png,,d,d,-5.0,1,115,True,0.292858690485,0,0.0,55.0,0.00314130032802
38,incomp,Free,prime_right.png,target_both.png,,l,space,-5.0,1,114,False,0.273381939399,0,0.0,25.0,0.00335720251951
39,incomp,Cued,prime_left.png,target_right.png,,d,d,5.0,1,150,True,0.293303127442,0,0.0,24.0,0.00322513469018
40,incomp,Free,,target_both.png,,space,l,5.0,1,111,False,0.174083009034,0,0.0,73.0,0.00333040614805
41,comp,Cued,prime_right.png,target_right.png,,l,l,-5.0,1,103,True,0.164127774286,0,0.0,70.0,0.00310416821412
42,incomp,Cued,prime_left.png,target_right.png,,d,l,-5.0,1,130,False,0.0363129111811,0,0.0,59.0,0.00309383247077
43,incomp,Free,prime_left.png,target_both.png,,d,space,-5.0,1,150,False,0.0686193820457,0,0.0,33.0,0.00320063515028
44,comp,Free,,target_both.png,,space,space,5.0,1,114,True,0.0895898394292,0,0.0,40.0,0.00314321435508
45,incomp,Cued,prime_right.png,target_left.png,cross,l,NoResp,-5.0,1,117,False,,0,0.0,47.0,0.00309421527618
46,incomp,Free,prime_left.png,target_both.png,,d,space,-5.0,1,130,False,0.244993098021,0,0.0,63.0,0.00313708947033
47,incomp,Free,prime_left.png,target_both.png,,d,space,-5.0,1,136,False,0.191138516568,0,0.0,62.0,0.00320676003503
48,incomp,Cued,prime_right.png,target_left.png,,l,space,-5.0,1,106,False,0.377284869161,0,0.0,56.0,0.00315508131916
