,cond,choiceType,prime,target,effect,corrResp,resp,pos,block,fixTime,ifcorr,RT,soa_rating,rating_RT,ITI,saveTime
67,comp,Free,prime_left.png,target_both.png,,dl,d,250.0,3,113,True,0.0246973552848,0,0.0,70.0,0.001883777692
68,comp,Cued,prime_right.png,target_right.png,,l,l,-250.0,3,114,True,0.327224166866,0,0.0,31.0,0.00185162216962
69,comp,Free,prime_right.png,target_both.png,,dl,l,-250.0,3,108,True,0.219641741543,0,0.0,55.0,0.00185851263859
70,comp,Cued,prime_right.png,target_right.png,,l,l,-250.0,3,117,True,0.489882111729,0,0.0,27.0,0.0018692311462
71,incomp,Cued,prime_left.png,target_right.png,,l,l,-250.0,3,150,False,0.312178061971,0,0.0,25.0,0.00185009095412
72,incomp,Cued,prime_right.png,target_left.png,,d,d,-250.0,3,108,False,0.50656010939,0,0.0,73.0,0.0018565986195
73,comp,Cued,prime_right.png,target_right.png,,l,l,-250.0,3,133,True,0.668637723634,0,0.0,68.0,0.00186884834216
74,comp,Cued,prime_left.png,target_left.png,,d,d,250.0,3,148,True,0.336390404792,0,0.0,60.0,0.00190789433395
75,comp,Cued,prime_right.png,target_right.png,,l,l,250.0,3,128,True,0.0104103504027,0,0.0,53.0,0.0021119287801
76,comp,Free,prime_left.png,target_both.png,,dl,d,250.0,3,119,True,0.0786313537783,0,0.0,33.0,0.0019679945367
77,comp,Cued,prime_left.png,target_left.png,,d,d,-250.0,3,109,True,0.0371511125813,0,0.0,34.0,0.00200933735141
78,comp,Cued,prime_right.png,target_right.png,,l,l,-250.0,3,125,True,0.000585307069741,0,0.0,56.0,0.00198024425936
79,incomp,Free,prime_right.png,target_both.png,,dl,d,250.0,3,138,False,0.238085613313,0,0.0,52.0,0.00187420759607
80,comp,Cued,prime_right.png,target_right.png,,l,l,250.0,3,121,True,0.0462660547928,0,0.0,25.0,
