,cond,choiceType,prime,target,effect,corrResp,resp,pos,block,fixTime,ifcorr,RT,soa_rating,rating_RT,ITI,saveTime
1,incomp,Free,prime_left.png,target_both.png,cross,dl,NoResp,250.0,0,100,False,,0,0.0,57.0,0.00190215227633
2,comp,Cued,prime_right.png,target_right.png,,l,l,250.0,0,101,True,0.43518365397,0,0.0,60.0,0.00174252307539
3,comp,Free,prime_left.png,target_both.png,cross,dl,NoResp,250.0,0,105,False,,0,0.0,56.0,0.00174673391766
4,incomp,Cued,prime_right.png,target_left.png,,d,l,250.0,0,150,True,0.761044656365,0,0.0,54.0,0.00172989054872
5,comp,Cued,prime_right.png,target_right.png,cross,l,NoResp,250.0,0,132,False,,0,0.0,67.0,0.001848176935
6,comp,Cued,prime_right.png,target_right.png,,l,l,-250.0,0,139,True,0.650576272899,0,0.0,60.0,0.00175285877907
7,incomp,Free,prime_left.png,target_both.png,,dl,l,250.0,0,103,False,0.524541936927,0,0.0,33.0,0.00173984344855
8,incomp,Cued,prime_right.png,target_left.png,,d,d,-250.0,0,110,False,0.552934880473,0,0.0,68.0,0.00181027935491
9,comp,Cued,prime_left.png,target_left.png,,d,l,250.0,0,107,False,0.455279324306,0,0.0,53.0,0.00177620981324
10,incomp,Cued,prime_right.png,target_left.png,cross,d,NoResp,-250.0,0,138,False,,0,0.0,39.0,0.00177850663627
11,incomp,Cued,prime_left.png,target_right.png,,l,l,-250.0,0,141,False,0.816735724479,0,0.0,64.0,0.00175324158289
12,comp,Cued,prime_left.png,target_left.png,,d,l,250.0,0,103,False,0.146765460681,0,0.0,65.0,0.0019775646326
13,incomp,Free,prime_left.png,target_both.png,,dl,l,-250.0,0,132,False,0.175060023642,0,0.0,56.0,0.00206407830024
14,comp,Cued,prime_right.png,target_right.png,,l,l,-250.0,0,115,True,0.337644470169,0,0.0,35.0,0.00175171036756
15,comp,Free,prime_right.png,target_both.png,,dl,l,250.0,0,132,True,0.315679185884,0,0.0,55.0,0.00178463149769
16,incomp,Cued,prime_right.png,target_left.png,,d,l,250.0,0,114,True,0.264945810289,0,0.0,42.0,0.00187612161523
17,comp,Free,prime_left.png,target_both.png,,dl,d,250.0,0,122,True,0.919837430865,0,0.0,59.0,0.00198943155158
18,comp,Cued,prime_left.png,target_left.png,,d,l,250.0,0,138,False,0.103046582633,0,0.0,55.0,0.00178501430156
19,incomp,Cued,prime_right.png,target_left.png,,d,d,-250.0,0,104,False,0.311753915318,0,0.0,63.0,0.00177735822479
20,comp,Free,prime_left.png,target_both.png,,dl,d,250.0,0,109,True,0.0518921228158,0,0.0,58.0,0.0017984124359
21,comp,Free,prime_right.png,target_both.png,,dl,l,-250.0,0,123,True,0.0342590295768,0,0.0,23.0,0.00178080345933
22,incomp,Free,prime_left.png,target_both.png,,dl,l,-250.0,0,118,False,0.298880605014,0,0.0,61.0,0.00175362438671
23,comp,Free,prime_right.png,target_both.png,,dl,l,-250.0,0,115,True,0.665391929883,0,0.0,58.0,0.00177544420558
24,incomp,Free,prime_right.png,target_both.png,,dl,d,-250.0,0,127,False,0.637414328501,0,0.0,61.0,0.0019312453681
25,incomp,Free,prime_left.png,target_both.png,,dl,l,-250.0,0,143,False,0.569173036522,0,0.0,72.0,0.0017892251438
26,comp,Cued,prime_left.png,target_left.png,,d,d,250.0,0,131,True,0.299209050708,0,0.0,50.0,0.00200168127446
27,incomp,Free,prime_left.png,target_both.png,,dl,l,250.0,0,139,False,0.231227682536,0,0.0,39.0,0.00189258218035
28,incomp,Free,prime_right.png,target_both.png,,dl,d,250.0,0,137,False,0.0277739497396,0,0.0,69.0,0.00190598031469
29,comp,Cued,prime_left.png,target_left.png,,d,l,-250.0,0,135,False,0.0799114498159,0,0.0,26.0,0.00179152196682
