,cond,choiceType,prime,target,effect,corrResp,resp,pos,block,fixTime,ifcorr,RT,soa_rating,rating_RT,delay1,delay2,ITI,saveTime
1,comp,Free,prime_right.png,target_both.png,yellow,dl,l,-250.0,0,103,True,0.721363976015,1,3.792,49.0,80.0,51.0,0.00310530474248
2,incomp,Cued,prime_left.png,target_right.png,red,l,l,-250.0,0,111,True,0.590706135274,2,5.534,43.0,101.0,43.0,0.00264134648954
3,incomp,Cued,prime_right.png,target_left.png,green,d,d,250.0,0,143,True,0.395420287991,7,3.463,44.0,82.0,63.0,0.00262182349374
4,comp,Free,prime_right.png,target_both.png,yellow,dl,l,250.0,0,117,True,0.438954654588,1,3.443,57.0,123.0,52.0,0.00258890236358
5,comp,Free,prime_right.png,target_both.png,yellow,dl,l,250.0,0,104,True,0.58651979249,7,3.152,44.0,106.0,70.0,0.00271599323816
6,comp,Cued,prime_right.png,target_right.png,yellow,l,l,-250.0,0,118,True,0.326239212588,2,2.282,39.0,81.0,72.0,0.00264747135095
7,comp,Free,prime_left.png,target_both.png,blue,dl,d,-250.0,0,117,True,0.414725085595,2,2.122,45.0,113.0,63.0,0.00265168219319
8,incomp,Cued,prime_right.png,target_left.png,green,d,d,250.0,0,145,True,0.483131366028,6,1.331,56.0,94.0,38.0,0.00281896747087
9,incomp,Cued,prime_left.png,target_right.png,red,l,l,-250.0,0,141,True,0.473831146758,2,2.752,57.0,119.0,32.0,0.00269072818477
10,comp,Cued,prime_right.png,target_right.png,yellow,l,l,250.0,0,145,True,0.261845481996,6,3.122,54.0,87.0,41.0,0.00279753045588
11,incomp,Free,prime_right.png,target_both.png,green,dl,d,-250.0,0,110,True,0.451922517441,6,2.372,40.0,108.0,59.0,0.0027075715537
12,comp,Cued,prime_left.png,target_left.png,blue,d,d,250.0,0,124,True,0.412179057261,2,4.583,46.0,94.0,55.0,0.00258316030599
13,comp,Cued,prime_right.png,target_right.png,yellow,l,l,250.0,0,116,True,0.200531025485,5,4.033,44.0,88.0,27.0,0.00267273640435
14,incomp,Cued,prime_right.png,target_left.png,green,d,d,-250.0,0,133,True,0.365124043756,7,2.312,49.0,119.0,38.0,0.00267694724656
15,incomp,Cued,prime_left.png,target_right.png,red,l,l,250.0,0,102,True,0.52946709112,3,2.702,38.0,88.0,59.0,0.0026723536005
16,incomp,Free,prime_left.png,target_both.png,red,dl,l,250.0,0,121,True,0.617057203143,2,1.271,58.0,97.0,33.0,0.00256555132941
17,incomp,Cued,prime_left.png,target_right.png,cross,l,NoResp,250.0,0,138,False,,6,3.993,57.0,88.0,44.0,0.00272632894183
18,incomp,Cued,prime_right.png,target_left.png,cross,d,l,250.0,0,150,False,0.790588308252,6,2.132,39.0,90.0,67.0,0.00274546913374
19,comp,Cued,prime_left.png,target_left.png,blue,d,d,-250.0,0,115,True,0.440830010596,2,6.474,43.0,123.0,32.0,0.0026723536005
20,comp,Cued,prime_right.png,target_right.png,cross,l,d,250.0,0,125,False,0.284948459291,6,3.873,38.0,88.0,66.0,0.00264708854712
21,incomp,Free,prime_left.png,target_both.png,red,dl,l,-250.0,0,139,True,0.62442464583,4,1.341,41.0,92.0,43.0,0.00269225940013
22,incomp,Cued,prime_left.png,target_right.png,red,l,l,-250.0,0,148,True,0.579265659739,6,1.982,38.0,78.0,59.0,0.0027703513833
23,comp,Free,prime_left.png,target_both.png,blue,dl,d,250.0,0,118,True,0.245918545468,1,3.502,40.0,89.0,69.0,0.00275235960285
24,comp,Free,prime_right.png,target_both.png,yellow,dl,l,-250.0,0,106,True,0.53960297117,7,2.732,45.0,89.0,43.0,0.00276001567963
25,incomp,Free,prime_left.png,target_both.png,red,dl,l,-250.0,0,145,True,0.611789439514,6,2.382,46.0,96.0,57.0,0.00263330760893
26,incomp,Cued,prime_right.png,target_left.png,green,d,d,250.0,0,115,True,0.435892989484,7,3.623,54.0,96.0,65.0,0.0027320709994
27,incomp,Cued,prime_left.png,target_right.png,red,l,l,250.0,0,107,True,0.367661267601,5,2.502,40.0,120.0,36.0,0.00265053378169
28,comp,Free,prime_right.png,target_both.png,yellow,dl,l,-250.0,0,132,True,0.32606886488,3,6.044,57.0,93.0,27.0,0.00269072818477
29,comp,Cued,prime_right.png,target_right.png,yellow,l,l,250.0,0,134,True,0.320213497357,6,2.002,39.0,125.0,66.0,0.00270450912302
